,R,G,B,i,j,cluster
0,93,93,93,0,0,2
1,93,93,93,0,1,2
2,93,93,93,0,2,2
3,93,93,93,0,3,2
4,93,93,93,0,4,2
5,93,93,93,0,5,2
6,93,93,93,0,6,2
7,93,93,93,0,7,2
8,93,93,93,0,8,2
9,93,93,93,0,9,2
10,93,93,93,0,10,2
11,93,93,93,0,11,2
12,93,93,93,0,12,2
13,93,93,93,0,13,2
14,93,93,93,0,14,2
15,93,93,93,0,15,2
16,93,93,93,0,16,2
17,93,93,93,0,17,2
18,93,93,93,0,18,2
19,93,93,93,0,19,2
20,93,93,93,0,20,2
21,93,93,93,0,21,2
22,93,93,93,0,22,2
23,93,93,93,0,23,2
24,93,93,93,0,24,2
25,93,93,93,0,25,2
26,93,93,93,0,26,2
27,93,93,93,0,27,2
28,93,93,93,0,28,2
29,92,92,92,0,29,2
30,93,93,93,0,30,2
31,92,92,92,0,31,2
32,93,93,93,0,32,2
33,91,91,91,0,33,2
34,90,90,90,0,34,2
35,92,92,92,0,35,2
36,94,94,94,0,36,2
37,93,93,93,0,37,2
38,95,95,95,0,38,2
39,96,96,96,0,39,2
40,101,101,101,0,40,2
41,109,109,109,0,41,2
42,118,118,118,0,42,2
43,121,121,121,0,43,2
44,124,124,124,0,44,2
45,124,124,124,0,45,2
46,126,126,126,0,46,2
47,124,124,124,0,47,2
48,132,132,132,0,48,3
49,131,131,131,0,49,3
50,127,127,127,0,50,2
51,130,130,130,0,51,2
52,122,122,122,0,52,2
53,126,126,126,0,53,2
54,128,128,128,0,54,2
55,122,122,122,0,55,2
56,125,125,125,0,56,2
57,118,118,118,0,57,2
58,109,109,109,0,58,2
59,101,101,101,0,59,2
60,100,100,100,0,60,2
61,101,101,101,0,61,2
62,96,96,96,0,62,2
63,94,94,94,0,63,2
64,90,90,90,0,64,2
65,88,88,88,0,65,2
66,89,89,89,0,66,2
67,94,94,94,0,67,2
68,95,95,95,0,68,2
69,93,93,93,0,69,2
70,91,91,91,0,70,2
71,92,92,92,0,71,2
72,93,93,93,0,72,2
73,93,93,93,0,73,2
74,93,93,93,0,74,2
75,93,93,93,0,75,2
76,93,93,93,0,76,2
77,93,93,93,0,77,2
78,93,93,93,0,78,2
79,93,93,93,0,79,2
80,93,93,93,0,80,2
81,93,93,93,0,81,2
82,93,93,93,0,82,2
83,93,93,93,0,83,2
84,93,93,93,0,84,2
85,93,93,93,0,85,2
86,93,93,93,0,86,2
87,93,93,93,0,87,2
88,93,93,93,0,88,2
89,93,93,93,0,89,2
90,93,93,93,0,90,2
91,93,93,93,0,91,2
92,93,93,93,0,92,2
93,93,93,93,0,93,2
94,93,93,93,0,94,2
95,93,93,93,0,95,2
96,92,92,92,0,96,2
97,90,90,90,0,97,2
98,90,90,90,0,98,2
99,109,109,109,0,99,2
100,7,7,7,1,0,0
101,7,7,7,1,1,0
102,7,7,7,1,2,0
103,7,7,7,1,3,0
104,7,7,7,1,4,0
105,7,7,7,1,5,0
106,7,7,7,1,6,0
107,7,7,7,1,7,0
108,7,7,7,1,8,0
109,7,7,7,1,9,0
110,7,7,7,1,10,0
111,7,7,7,1,11,0
112,7,7,7,1,12,0
113,7,7,7,1,13,0
114,7,7,7,1,14,0
115,7,7,7,1,15,0
116,7,7,7,1,16,0
117,7,7,7,1,17,0
118,7,7,7,1,18,0
119,7,7,7,1,19,0
120,7,7,7,1,20,0
121,7,7,7,1,21,0
122,7,7,7,1,22,0
123,7,7,7,1,23,0
124,7,7,7,1,24,0
125,7,7,7,1,25,0
126,7,7,7,1,26,0
127,7,7,7,1,27,0
128,7,7,7,1,28,0
129,7,7,7,1,29,0
130,8,8,8,1,30,0
131,10,10,10,1,31,0
132,10,10,10,1,32,0
133,9,9,9,1,33,0
134,7,7,7,1,34,0
135,8,8,8,1,35,0
136,12,12,12,1,36,0
137,20,20,20,1,37,0
138,36,36,36,1,38,0
139,60,60,60,1,39,2
140,72,72,72,1,40,2
141,86,86,86,1,41,2
142,112,112,112,1,42,2
143,143,143,143,1,43,3
144,152,152,152,1,44,3
145,145,145,145,1,45,3
146,138,138,138,1,46,3
147,139,139,139,1,47,3
148,139,139,139,1,48,3
149,134,134,134,1,49,3
150,129,129,129,1,50,2
151,129,129,129,1,51,2
152,122,122,122,1,52,2
153,120,120,120,1,53,2
154,114,114,114,1,54,2
155,112,112,112,1,55,2
156,110,110,110,1,56,2
157,98,98,98,1,57,2
158,83,83,83,1,58,2
159,71,71,71,1,59,2
160,60,60,60,1,60,2
161,53,53,53,1,61,0
162,39,39,39,1,62,0
163,23,23,23,1,63,0
164,15,15,15,1,64,0
165,11,11,11,1,65,0
166,7,7,7,1,66,0
167,10,10,10,1,67,0
168,8,8,8,1,68,0
169,8,8,8,1,69,0
170,8,8,8,1,70,0
171,8,8,8,1,71,0
172,7,7,7,1,72,0
173,7,7,7,1,73,0
174,7,7,7,1,74,0
175,7,7,7,1,75,0
176,7,7,7,1,76,0
177,7,7,7,1,77,0
178,7,7,7,1,78,0
179,7,7,7,1,79,0
180,7,7,7,1,80,0
181,7,7,7,1,81,0
182,7,7,7,1,82,0
183,7,7,7,1,83,0
184,7,7,7,1,84,0
185,7,7,7,1,85,0
186,7,7,7,1,86,0
187,7,7,7,1,87,0
188,7,7,7,1,88,0
189,7,7,7,1,89,0
190,7,7,7,1,90,0
191,7,7,7,1,91,0
192,7,7,7,1,92,0
193,7,7,7,1,93,0
194,7,7,7,1,94,0
195,7,7,7,1,95,0
196,8,8,8,1,96,0
197,8,8,8,1,97,0
198,6,6,6,1,98,0
199,25,25,25,1,99,0
200,2,2,2,2,0,0
201,2,2,2,2,1,0
202,2,2,2,2,2,0
203,2,2,2,2,3,0
204,2,2,2,2,4,0
205,2,2,2,2,5,0
206,2,2,2,2,6,0
207,2,2,2,2,7,0
